id,name,type,cuisine,meta_code_com,meta_code_dep,meta_geo_point_lat,meta_geo_point_lon,created_at,vegan,vegetarian,note
7148,Baan Issan,restaurant,thai,75113,75,48.8337469453876,2.35463372071806,2024-12-12 09:17:32,0,0,
7149,Hippopotamus,restaurant,steak_house,75113,75,48.8304113670197,2.35517711950081,2024-12-12 09:17:32,0,0,
7150,Melinda,restaurant,asian,75113,75,48.8193722329021,2.36552667444431,2024-12-12 09:17:32,0,0,
7151,Le Bosphore,restaurant,turkish,75113,75,48.82246197005,2.35875635979394,2024-12-12 09:17:32,0,0,
7152,Le B.A-BA,restaurant,,75113,75,48.827443418925,2.37059546275043,2024-12-12 09:17:32,0,0,
7153,Paris Italie,restaurant,french,75113,75,48.8280427250019,2.35703832110048,2024-12-12 09:17:32,0,0,
7154,Impérial Choisy,restaurant,"chinese, cantonese",75113,75,48.8221894743778,2.36325358612268,2024-12-12 09:17:32,0,0,
7155,Bambou Vert,restaurant,vietnamese,75113,75,48.8219713772572,2.35826367152541,2024-12-12 09:17:32,0,0,
7156,L'Auberge du Roi Gradlon,restaurant,,75113,75,48.8352809174874,2.34625734960065,2024-12-12 09:17:32,0,0,
7157,My Garden,restaurant,vietnamese,75113,75,48.8206410854046,2.37166046736763,2024-12-12 09:17:32,0,0,
7158,Le Bambou,restaurant,vietnamese,75113,75,48.8252127430335,2.36247147073755,2024-12-12 09:17:32,0,0,
7159,Scalini,restaurant,italian,75113,75,48.8353798239449,2.37352066313895,2024-12-12 09:17:32,0,0,
7160,Bêp Viêt,restaurant,vietnamese,75113,75,48.8225959966817,2.36058151921,2024-12-12 09:17:32,1,1,
7161,Isshin ramen Olympiades,restaurant,ramen,75113,75,48.8243785760296,2.3621427324951,2024-12-12 09:17:32,0,1,
7162,El Cucho,restaurant,,75113,75,48.826014555891,2.36519776856377,2024-12-12 09:17:32,0,0,
7163,Taipei Gourmet,restaurant,asian,75113,75,48.8393615632284,2.36065871653821,2024-12-12 09:17:32,0,0,
7164,Sukoshi,restaurant,"japanese, korean",75113,75,48.8330118524793,2.36350328301822,2024-12-12 09:17:32,0,0,
7165,Crêperie Paris Breizh,restaurant,"savory_pancakes, pancake, crepe",75113,75,48.8319326824457,2.35820994352608,2024-12-12 09:17:32,0,0,
7166,Ba Miên,restaurant,vietnamese,75113,75,48.8300191777702,2.35725373601204,2024-12-12 09:17:32,0,1,
7167,Paris,restaurant,asian,75113,75,48.8206808994446,2.3635645547304,2024-12-12 09:17:32,0,0,
7168,Dolce Romana,restaurant,"italian, italian_pizza",75113,75,48.8340555625898,2.35347516626123,2024-12-12 09:17:32,0,0,
7169,Pho Dau Bo,restaurant,chinese,75113,75,48.8245452920837,2.36293289450725,2024-12-12 09:17:32,0,0,
7170,Des Crêpes et des Cailles,restaurant,crepe,75113,75,48.8276700655868,2.3500782401623,2024-12-12 09:17:32,0,0,
7171,Le Feu de Mars,restaurant,,75113,75,48.8275754339,2.35323092540295,2024-12-12 09:17:32,0,0,
7172,Tricotin 2,restaurant,chinese,75113,75,48.8208494595174,2.3637353779171,2024-12-12 09:17:32,0,0,
7173,Le Chaber,restaurant,,75113,75,48.8288885428512,2.37604344835611,2024-12-12 09:17:32,0,0,
7174,Station Krishna,restaurant,indian,75113,75,48.8302834591773,2.3537886572401,2024-12-12 09:17:32,0,0,
7175,L'Angelina,restaurant,italian,75113,75,48.8271213862051,2.37959636947329,2024-12-12 09:17:32,0,0,
7176,Molto Gusto,restaurant,italian,75113,75,48.8311336356162,2.3738971782295,2024-12-12 09:17:32,0,0,
7177,Sushi Muraguchi,restaurant,sushi,75113,75,48.8258510249601,2.34179708746493,2024-12-12 09:17:32,0,0,
7178,Di-Choulie,restaurant,chinese,75113,75,48.8333522415672,2.35567877640574,2024-12-12 09:17:32,0,0,
7179,Lao Lane Xang,restaurant,thai,75113,75,48.8256126436339,2.3614327852963,2024-12-12 09:17:32,0,0,
7180,Comme à la Maison,restaurant,moroccan,75113,75,48.8193632642657,2.36029703741627,2024-12-12 09:17:32,0,0,
7181,Le Tigre qui pleure,restaurant,thai,75113,75,48.8297614342477,2.37149232638998,2024-12-12 09:17:32,0,0,
7182,Apna Punjab,restaurant,indian,75113,75,48.8328224214676,2.36099382502709,2024-12-12 09:17:32,0,0,
7183,Sas Je 88,restaurant,,75113,75,48.8369713797194,2.37216405211032,2024-12-12 09:17:32,0,0,
7184,Sala Thaï,restaurant,,75113,75,48.8237610812228,2.36265243602708,2024-12-12 09:17:32,0,0,
7185,Chez Gladines,restaurant,french,75113,75,48.8288138600939,2.35063966003685,2024-12-12 09:17:32,0,1,
7186,L'arc en ciel,restaurant,,75113,75,48.8272196221103,2.35622795870168,2024-12-12 09:17:33,0,0,
7187,Thaï Viêt Gourmet,restaurant,"thai, vietnamese",75113,75,48.8281072656563,2.37192676043148,2024-12-12 09:17:33,1,0,
7188,Nefis,restaurant,turkish,75113,75,48.826518978824,2.36656762299941,2024-12-12 09:17:33,0,0,
7189,Les Bottes de 7 Lieues,restaurant,regional,75113,75,48.8326317331704,2.37085236808269,2024-12-12 09:17:33,0,0,
7190,Molto Gusto,restaurant,pizza,75113,75,48.8311850166826,2.37383682852666,2024-12-12 09:17:33,0,0,
7191,Banh mi 88,restaurant,,75113,75,48.8251971526935,2.36222277967039,2024-12-12 09:17:33,0,0,
7192,De nhat,restaurant,chinese,75113,75,48.8269313684602,2.35908551713158,2024-12-12 09:17:33,0,0,
7193,Misso,restaurant,korean,75113,75,48.8286888859175,2.35290528846465,2024-12-12 09:17:33,0,0,
7194,Royal Kashmir,restaurant,indian,75113,75,48.8339124879753,2.35349948158063,2024-12-12 09:17:33,0,0,
7195,Le Papagallo,restaurant,spanish,75113,75,48.8286997823917,2.35074158397944,2024-12-12 09:17:33,1,1,
7196,Sushi Story,restaurant,japanese,75113,75,48.8310937377571,2.37500778039998,2024-12-12 09:17:33,0,0,
7197,Samourai,restaurant,japanese,75113,75,48.8209362960343,2.37103014824899,2024-12-12 09:17:33,0,0,
7198,Saveurs d'Himalaya,restaurant,indian,75113,75,48.8237981292349,2.34505823453264,2024-12-12 09:17:33,0,1,
7199,Kikou Sushi,restaurant,sushi,75113,75,48.8363647813868,2.3547296935094,2024-12-12 09:17:33,0,0,
7200,secret garden,restaurant,,75113,75,48.8293175286556,2.38282885043216,2024-12-12 09:17:33,0,0,
7201,Pizza Hut,restaurant,pizza,75113,75,48.8296854942049,2.35128221673415,2024-12-12 09:17:33,0,0,
7202,Restaurant Buddha,restaurant,"nepalese, indian",75113,75,48.8359893559436,2.34703066398743,2024-12-12 09:17:33,0,0,
7203,Van Long,restaurant,vietnamese,75113,75,48.8322837165506,2.34610622388644,2024-12-12 09:17:33,0,1,
7204,Fleurs de Mai,restaurant,"chinese, cantonese",75113,75,48.8231150879452,2.36210979161561,2024-12-12 09:17:33,0,0,
7205,Hauky,restaurant,chinese,75113,75,48.8223715293147,2.36271295336797,2024-12-12 09:17:33,0,0,
7206,Populus,restaurant,french,75113,75,48.8221972695478,2.35547023465477,2024-12-12 09:17:33,0,0,
7207,La Brigade,restaurant,,75113,75,48.8321521206708,2.37562468847355,2024-12-12 09:17:33,0,0,
7208,L'Empire du ravioli - 饺子帝国,restaurant,shandong,75113,75,48.8369416239632,2.35920931784145,2024-12-12 09:17:33,0,0,
7209,Milord,restaurant,,75113,75,48.8297969735171,2.37507165050218,2024-12-12 09:17:33,0,0,
7210,Les 5 Saisons,restaurant,chinese,75113,75,48.8351458850273,2.34453319211786,2024-12-12 09:17:33,0,0,
7211,Chheng Sim,restaurant,cambodian,75113,75,48.8242777417344,2.36667046895135,2024-12-12 09:17:33,0,0,
7212,Comme promis,restaurant,,75113,75,48.8330389260265,2.36941738625939,2024-12-12 09:17:33,0,0,
7213,Sukhothai,restaurant,thai,75113,75,48.8303550406304,2.35402117123414,2024-12-12 09:17:33,0,0,
7214,Kazuki,restaurant,sushi,75113,75,48.8330342505503,2.35418773818609,2024-12-12 09:17:33,0,0,
7215,Jardin d'Asie,restaurant,chinese,75113,75,48.8247154447182,2.36222814408842,2024-12-12 09:17:33,0,0,
7216,Djoon Club,restaurant,,75113,75,48.8365781846416,2.37140272384505,2024-12-12 09:17:33,0,0,
7217,Dao,restaurant,"chinese, sichuan",75113,75,48.8376906308308,2.35542195489251,2024-12-12 09:17:33,0,0,
7218,Fondue 9,restaurant,"火鍋, chinese",75113,75,48.8239487520349,2.36224582990411,2024-12-12 09:17:33,0,0,
7219,Mai Lam,restaurant,,75113,75,48.8262652586149,2.35893883382604,2024-12-12 09:17:33,0,0,
7220,Pizzeria Venezia,restaurant,pizza,75113,75,48.8264858703065,2.37137514738362,2024-12-12 09:17:33,0,0,
7221,Allegria,restaurant,pasta,75113,75,48.8381386435554,2.3706606739571,2024-12-12 09:17:33,0,0,
7222,Délices de Bobillot,restaurant,asian,75113,75,48.825383398582,2.34973424685606,2024-12-12 09:17:33,0,0,
7223,Resto Racine,restaurant,,75113,75,48.8237047548335,2.34519955342014,2024-12-12 09:17:33,0,1,
7224,Treizième Sens by La Bella Donna,restaurant,italian,75113,75,48.8204159474853,2.37345729595094,2024-12-12 09:17:33,0,0,
7225,Le Barbizon,restaurant,burger,75113,75,48.8260494246082,2.35916045134596,2024-12-12 09:17:33,0,0,
7226,Hwarang,restaurant,korean,75113,75,48.8361712432425,2.35063739692299,2024-12-12 09:17:33,0,0,
7227,Chez Meilan,restaurant,asian,75113,75,48.837385026641,2.35444294860184,2024-12-12 09:17:33,0,0,
7228,Merysia,restaurant,portuguese,75113,75,48.8306863772629,2.37348227402242,2024-12-12 09:17:33,0,0,
7229,Xinh Xinh,restaurant,vietnamese,75113,75,48.8390029854106,2.36039435131212,2024-12-12 09:17:33,0,0,
7230,Shinjuku,restaurant,japanese,75113,75,48.831317953667,2.34156683658475,2024-12-12 09:17:33,0,1,
7231,L'île aux Singes,restaurant,,75113,75,48.8306703678278,2.34857955587486,2024-12-12 09:17:33,0,1,
7232,La Piola Sciac a trà,restaurant,italian,75113,75,48.8278715665391,2.372015357148,2024-12-12 09:17:33,0,1,
7233,Napoli Streat,restaurant,,75113,75,48.8259482550369,2.36479552103049,2024-12-12 09:17:33,0,1,
7234,Au Pays de Confucius,restaurant,chinese,75113,75,48.8377833333371,2.35979175121068,2024-12-12 09:17:33,0,0,
7235,Au Banquier,restaurant,,75113,75,48.8360043595503,2.35749253643345,2024-12-12 09:17:33,0,0,
7236,Joayo13,restaurant,korean,75113,75,48.8226688354203,2.36295904604515,2024-12-12 09:17:33,0,0,
7237,Restaurant Universitaire Halles aux Farines,restaurant,,75113,75,48.8296407348419,2.38260664617903,2024-12-12 09:17:33,0,1,
7238,Le Fleuve de Chine,restaurant,chinese,75113,75,48.8205399996523,2.36339171988698,2024-12-12 09:17:33,0,0,
7239,Raviolis Chinois,restaurant,,75113,75,48.8222313838937,2.35925022152895,2024-12-12 09:17:33,0,1,
7240,蜀一蜀二川菜館,restaurant,"sichuan, chinese",75113,75,48.8249515629305,2.36543598225197,2024-12-12 09:17:33,0,0,
7241,La Vagalame,restaurant,french,75113,75,48.8349935858466,2.37673076441635,2024-12-12 09:17:33,0,0,
7242,Tekkaba,restaurant,japanese,75113,75,48.8347110318906,2.36805926648819,2024-12-12 09:17:33,0,0,
7243,Les Cailloux,restaurant,,75113,75,48.8277213628342,2.34934608092007,2024-12-12 09:17:33,0,0,
7244,Pho Tai,restaurant,vietnamese,75113,75,48.8221263586469,2.36138836120946,2024-12-12 09:17:33,0,0,
7245,Relais H,restaurant,,75113,75,48.8351991939315,2.36418498320333,2024-12-12 09:17:33,0,0,
7246,Épicerie Tempero,restaurant,,75113,75,48.831899238652,2.374270927292,2024-12-12 09:17:33,0,0,
7247,Socoa,restaurant,tapas,75113,75,48.8259829561161,2.36064865825441,2024-12-12 09:17:33,0,0,
7248,Restorante Verdi,restaurant,italian,75113,75,48.8321877437593,2.35874236201565,2024-12-12 09:17:33,0,0,
7249,La Bonne Heure,restaurant,regional,75113,75,48.825504539971,2.35373020388291,2024-12-12 09:17:33,1,1,
7250,L'Avenue,restaurant,pizza,75113,75,48.8314452747762,2.37628459571042,2024-12-12 09:17:33,0,0,
7251,Chez Trassoudaine,restaurant,french,75113,75,48.8286455514782,2.36519223650768,2024-12-12 09:17:33,0,0,
7252,Mondol Kiri,restaurant,cambodian,75113,75,48.8281212634347,2.35813785915877,2024-12-12 09:17:33,0,1,
7253,Viet-Thaï,restaurant,"thai, vietnamese",75113,75,48.8298638611044,2.35678208632046,2024-12-12 09:17:33,0,0,
7254,Le Cristal,restaurant,vietnamese,75113,75,48.8287126905226,2.3725942952002,2024-12-12 09:17:33,0,0,
7255,Lao Chaleune,restaurant,"asian, lao, thai",75113,75,48.8242460581404,2.37025146944418,2024-12-12 09:17:33,0,0,
7256,Le Soixante Douze,restaurant,caribbean,75113,75,48.8309870361297,2.37469899108709,2024-12-12 09:17:33,0,0,
7257,La cantine de l'aiguillage,restaurant,,75113,75,48.8309052287547,2.37893445057969,2024-12-12 09:17:33,0,0,
7258,Lao Viet,restaurant,"lao, vietnamese",75113,75,48.823323042963,2.373924922329,2024-12-12 09:17:33,0,0,
7259,Street Bida,restaurant,vietnamese,75113,75,48.8266147839773,2.38188387466838,2024-12-12 09:17:33,0,0,
7260,Latinogourmand,restaurant,peruvian,75113,75,48.8272380622972,2.34229455341827,2024-12-12 09:17:33,0,0,
7261,Le Temps des Cerises,restaurant,french,75113,75,48.8278770985952,2.35052457650627,2024-12-12 09:17:33,0,0,
7262,Phở Mùi,restaurant,vietnamese,75113,75,48.8250255751356,2.36199127150473,2024-12-12 09:17:33,0,0,
7263,Le Barrault,restaurant,,75113,75,48.8250907863423,2.34648793575695,2024-12-12 09:17:34,0,0,
7264,Paris Milan,restaurant,italian,75113,75,48.8288048914575,2.38163929073377,2024-12-12 09:17:34,0,0,
7265,Le Débonnaire,restaurant,french,75113,75,48.8309261835126,2.37427813572873,2024-12-12 09:17:34,0,0,
7266,Kaiyō,restaurant,japanese,75113,75,48.8282406217359,2.35806317640152,2024-12-12 09:17:34,0,0,
7267,Le Sirocco,restaurant,moroccan,75113,75,48.8358768708031,2.35170994525308,2024-12-12 09:17:34,0,0,
7268,La terrasse d'Italie,restaurant,"italian, pizza",75113,75,48.828942302351,2.35686522301082,2024-12-12 09:17:34,0,0,
7269,Le Celtique,restaurant,,75113,75,48.8302210978177,2.35293822934412,2024-12-12 09:17:34,0,0,
7270,Thaï Yim,restaurant,thai,75113,75,48.8226286861041,2.36067388778295,2024-12-12 09:17:34,0,0,
7271,Moonlight,restaurant,djiboutian,75113,75,48.8257677926616,2.36003057671439,2024-12-12 09:17:34,0,0,
7272,Hội An,restaurant,vietnam,75113,75,48.825430756335,2.3611847647814,2024-12-12 09:17:34,0,0,
7273,Chez Petit Jean,restaurant,chinese,75113,75,48.8195165692748,2.35963352596107,2024-12-12 09:17:34,0,0,
7274,Cevicheria Bon Bon,restaurant,,75113,75,48.8376458950806,2.35973594437835,2024-12-12 09:17:34,0,0,
7275,Péniche-Théatre La Baleine Blanche,restaurant,,75113,75,48.8372522170023,2.37475635476508,2024-12-12 09:17:34,0,0,
7276,7 Spices,restaurant,indian,75113,75,48.8285232595109,2.37025624712899,2024-12-12 09:17:34,0,0,
7277,Soyouz,restaurant,pizza,75113,75,48.827221466129,2.34867142153365,2024-12-12 09:17:34,0,0,
7278,Tresoro d'Italia,restaurant,italian,75113,75,48.8373607191218,2.35437069659648,2024-12-12 09:17:34,0,0,
7279,許留山,restaurant,chinese,75113,75,48.8243379237992,2.36691563961918,2024-12-12 09:17:34,0,0,
7280,Piacere,restaurant,italian_pizza,75113,75,48.8254573269681,2.35020212469121,2024-12-12 09:17:34,0,0,
7281,Kanasuk,restaurant,,75113,75,48.8274197819581,2.35181706597564,2024-12-12 09:17:34,0,0,
7282,Suave,restaurant,vietnamese,75113,75,48.8260342533635,2.34762435418921,2024-12-12 09:17:34,0,0,
7283,Au Bon Coin,restaurant,,75113,75,48.8253524693594,2.37204754365621,2024-12-12 09:17:34,0,0,
7284,Tra Amici,restaurant,pizza,75113,75,48.8343789408869,2.34527499054872,2024-12-12 09:17:34,0,1,
7285,Pasta et Basta,restaurant,italian,75113,75,48.8256469256178,2.3650792484529,2024-12-12 09:17:34,0,1,
7286,Pho13,restaurant,vietnamese,75113,75,48.8246343917145,2.3642242943292,2024-12-12 09:17:34,0,0,
7287,L'Atelier,restaurant,crepe,75113,75,48.8375483899339,2.37022204896405,2024-12-12 09:17:34,0,1,
7288,Dip tandoori,restaurant,indian,75113,75,48.8393912351656,2.36074857054024,2024-12-12 09:17:34,0,0,
7289,Virgule,restaurant,french,75113,75,48.8335613700514,2.35462542263392,2024-12-12 09:17:35,0,0,
7290,Oh My Saj,restaurant,,75113,75,48.8370461462958,2.37231718948129,2024-12-12 09:17:35,0,0,
7291,Restaurant coréen,restaurant,korean,75113,75,48.835710322387,2.37507106376896,2024-12-12 09:17:35,0,0,
7292,Cafétéria Grands Moulins,restaurant,,75113,75,48.8296129907424,2.38092079399374,2024-12-12 09:17:35,0,1,
7293,Tricotin 1,restaurant,asian,75113,75,48.8207493795936,2.3637470287625,2024-12-12 09:17:35,0,0,
7294,Les Frangins,restaurant,french,75113,75,48.8357497173319,2.35218846810525,2024-12-12 09:17:35,0,0,
7295,Aupa Caminito - Burger Croissant 🥐🍔,restaurant,burger,75113,75,48.8269258364041,2.37443881681258,2024-12-12 09:17:35,0,0,
7296,La Paillote d'Asie,restaurant,vietnamese,75113,75,48.8239234386873,2.37356324320706,2024-12-12 09:17:35,0,0,
7297,Indochine,restaurant,asian,75113,75,48.8239898233604,2.36799715658566,2024-12-12 09:17:35,0,1,
7298,Le Patay's,restaurant,,75113,75,48.8254566564158,2.37498028775758,2024-12-12 09:17:35,0,0,
7299,Đồng Tâm,restaurant,vietnamese,75113,75,48.8226745351144,2.36083658052357,2024-12-12 09:17:35,0,0,
7300,Mali,restaurant,thai,75113,75,48.8249547480537,2.36110069429256,2024-12-12 09:17:35,0,0,
7301,Lao Douang Paseuth,restaurant,"asian, lao",75113,75,48.8189690633595,2.36140663375838,2024-12-12 09:17:35,0,0,
7302,Phở Banh Cuon 14,restaurant,vietnamese,75113,75,48.8263648356247,2.35952967418075,2024-12-12 09:17:35,0,0,
7303,Buja,restaurant,thai,75113,75,48.8301738238838,2.3538092767219,2024-12-12 09:17:35,0,0,
7304,saveur de blés,restaurant,"dumplings, asian",75113,75,48.828454947,2.35266925407129,2024-12-12 09:17:35,0,0,
7305,Le Pré Vert,restaurant,,75113,75,48.826759371807,2.35363459785978,2024-12-12 09:17:35,0,0,
7306,Nosso,restaurant,"brazilian, fusion",75113,75,48.8316944687575,2.37444778544898,2024-12-12 09:17:35,0,0,
7307,Olympe de Gouges (Crous),restaurant,,75113,75,48.8265965952474,2.38274084044883,2024-12-12 09:17:35,0,0,
7308,Traiteur Express Tolbiac,restaurant,chinese,75113,75,48.8271175305296,2.36799564784309,2024-12-12 09:17:35,0,0,
7309,La Petite Cuisine de Sandrine,restaurant,,75113,75,48.8279619234553,2.37329535758164,2024-12-12 09:17:35,0,1,
7310,L'Espérance,restaurant,,75113,75,48.8272870964308,2.34875297745154,2024-12-12 09:17:35,0,0,
7311,O'Mexico,restaurant,mexican,75113,75,48.8302479199078,2.35364608106713,2024-12-12 09:17:35,0,0,
7312,New bai fern,restaurant,thai,75113,75,48.8329513351384,2.36927112204901,2024-12-12 09:17:35,0,0,
7313,Jie Jia,restaurant,chinese,75113,75,48.8209685663615,2.3644144797122,2024-12-12 09:17:35,0,0,
7314,Sarawan,restaurant,malaysian,75113,75,48.8255347757534,2.36097764795397,2024-12-12 09:17:35,0,0,
7315,Little Vietnam,restaurant,,75113,75,48.8233693948875,2.35325389181764,2024-12-12 09:17:35,0,0,
7316,Café Nenesse,restaurant,french,75113,75,48.8275960533818,2.34953635012212,2024-12-12 09:17:35,0,0,
7317,Restaurant administratif CROUS,restaurant,,75113,75,48.8282847943656,2.38163862018152,2024-12-12 09:17:35,0,1,
7318,Norouz,restaurant,persian,75113,75,48.8265746346611,2.37458063861428,2024-12-12 09:17:35,0,0,
7319,Mindelo,restaurant,portuguese,75113,75,48.8358222207943,2.34650947724811,2024-12-12 09:17:35,0,0,
7320,French Eyes,restaurant,french,75113,75,48.8311617988108,2.3751929366411,2024-12-12 09:17:35,0,1,
7321,Restaurant Vietnamien,restaurant,vietnamese,75113,75,48.830277424207,2.37573398849094,2024-12-12 09:17:35,0,0,
7322,Le Triomphe,restaurant,,75113,75,48.8367207608146,2.35025518213828,2024-12-12 09:17:35,0,0,
7323,Ishin suchi,restaurant,japanese,75113,75,48.8348474892743,2.34804906522302,2024-12-12 09:17:35,0,0,
7324,Il était un square...,restaurant,"burger, tartare",75113,75,48.8310132714866,2.3479848598447,2024-12-12 09:17:35,0,1,
7325,Indiana Club,restaurant,american,75113,75,48.8281851335368,2.3793613409083,2024-12-12 09:17:35,0,0,
7326,Distrada,restaurant,pizza,75113,75,48.8308563622592,2.34861325112561,2024-12-12 09:17:35,0,1,
7327,The Lock,restaurant,,75113,75,48.8275168443968,2.37110533392047,2024-12-12 09:17:35,0,0,
7328,Le Mandarin de Choisy,restaurant,chinese,75113,75,48.8260322417067,2.3598010802055,2024-12-12 09:17:35,0,0,
7329,Le Lotus,restaurant,asian,75113,75,48.825766367738,2.36051655946039,2024-12-12 09:17:35,0,0,
7330,La Mangue Verte,restaurant,thai,75113,75,48.8255280702308,2.36160059099782,2024-12-12 09:17:35,0,0,
7331,L'étoile Brillante,restaurant,,75113,75,48.8202707729223,2.35941048351762,2024-12-12 09:17:35,0,0,
7332,Crazy Noodles,restaurant,noodle,75113,75,48.8300675413516,2.35663783376685,2024-12-12 09:17:35,0,0,
7333,Comme à la Campagne,restaurant,,75113,75,48.8302651866284,2.36735518662161,2024-12-12 09:17:35,0,0,
7334,Comptoir Vietnam,restaurant,vietnamese,75113,75,48.8342198523647,2.360858876386,2024-12-12 09:17:35,0,0,
7335,Chez Jiang nan,restaurant,chinese,75113,75,48.8221896420158,2.35899817770053,2024-12-12 09:17:35,0,0,
7336,Long Hoa,restaurant,asian,75113,75,48.8221934976913,2.36160805089165,2024-12-12 09:17:35,0,0,
7337,Hang Meas,restaurant,asian,75113,75,48.8221334832646,2.36077656609683,2024-12-12 09:17:35,0,0,
7338,Hoi An Caphe,restaurant,vietnamese,75113,75,48.8262873868393,2.35796494049632,2024-12-12 09:17:35,0,0,
7339,Lao Wasana,restaurant,lao,75113,75,48.8256999830649,2.37176188839604,2024-12-12 09:17:35,0,0,
7340,Le P'tit Saladier,restaurant,,75113,75,48.827686326479,2.37387572055738,2024-12-12 09:17:35,0,0,
7341,Le Chevaleret,restaurant,,75113,75,48.8333789798383,2.36963699212254,2024-12-12 09:17:35,0,0,
7342,Song Huong,restaurant,vietnamese,75113,75,48.8264182283479,2.35948348989427,2024-12-12 09:17:35,0,0,
7343,Le Kok,restaurant,vietnamese,75113,75,48.8265291209268,2.35940226925251,2024-12-12 09:17:35,0,0,
7344,Sushi Masséna,restaurant,japanese,75113,75,48.8306484910605,2.38136595687129,2024-12-12 09:17:35,0,0,
7345,Plaisir Huit,restaurant,asian,75113,75,48.8234627692889,2.36852546794267,2024-12-12 09:17:35,0,0,
7346,Pho Damsen,restaurant,vietnamese,75113,75,48.8250783811256,2.36100279366349,2024-12-12 09:17:35,0,0,
7347,Le Monaco,restaurant,,75113,75,48.832548836148,2.34671433096167,2024-12-12 09:17:35,0,1,
7348,Thai Yim2,restaurant,thai,75113,75,48.8264603893208,2.36915478123296,2024-12-12 09:17:35,0,0,
7349,New Hoa Khoan,restaurant,chinese,75113,75,48.8208029399548,2.3633817454222,2024-12-12 09:17:35,0,0,
7350,Au Petit Marguery,restaurant,french,75113,75,48.836766861282,2.34988738422703,2024-12-12 09:17:35,0,0,
7351,La Table du Lamen,restaurant,chinese,75113,75,48.8239236901444,2.36189705891309,2024-12-12 09:17:35,0,0,
7352,Twins Burgers,restaurant,,75113,75,48.8292101564759,2.37451852871175,2024-12-12 09:17:35,0,0,
7353,New Kitchen,restaurant,,75113,75,48.8196135478945,2.35899331619666,2024-12-12 09:17:35,0,0,
7354,O' Délices,restaurant,"pizza, sandwich",75113,75,48.8245920631034,2.37661869837092,2024-12-12 09:17:35,0,0,
7355,Nieli,restaurant,italian,75113,75,48.8337226378684,2.37002197293529,2024-12-12 09:17:35,0,0,
7356,New Saigon,restaurant,asian,75113,75,48.8194968718023,2.36489643914467,2024-12-12 09:17:35,0,0,
7357,Mây Hông,restaurant,,75113,75,48.8243299609912,2.36597309460731,2024-12-12 09:17:35,0,0,
7358,Village Tao Tao,restaurant,chinese,75113,75,48.8322799446942,2.36123111670594,2024-12-12 09:17:35,0,0,
7359,Bon Gusto,restaurant,italian,75113,75,48.8262039869027,2.34668348555797,2024-12-12 09:17:35,0,0,
7360,Les Docks 13/14,restaurant,,75113,75,48.8255078698442,2.3417468798649,2024-12-12 09:17:35,0,0,
7361,Saigon,restaurant,vietnamese,75113,75,48.8256981390462,2.36126338703315,2024-12-12 09:17:35,0,0,
7362,Traiteur Xin Yu,restaurant,asian,75113,75,48.8255452531323,2.34754045133846,2024-12-12 09:17:35,0,0,
7363,L'Excuse,restaurant,,75113,75,48.8256802855924,2.34621636209414,2024-12-12 09:17:35,0,0,
7364,San Giovanni,restaurant,italian,75113,75,48.8264076671499,2.34282454115592,2024-12-12 09:17:35,0,0,
7365,Sellae,restaurant,french,75113,75,48.8387320823001,2.35966219206992,2024-12-12 09:17:35,0,0,
7366,Mandarin Dunois,restaurant,chinese,75113,75,48.8334649781649,2.36543061783394,2024-12-12 09:17:35,0,0,
7367,Pho 18,restaurant,vietnamese,75113,75,48.8222286178656,2.36114168179907,2024-12-12 09:17:35,0,0,
7368,Pizza Hut,restaurant,pizza,75113,75,48.8282958584778,2.3729215247001,2024-12-12 09:17:35,0,1,
7369,Palace du Liban,restaurant,,75113,75,48.8324568866702,2.3599217796112,2024-12-12 09:17:35,0,1,
7370,Le Verbalon,restaurant,french,75113,75,48.8258283938216,2.34864585672898,2024-12-12 09:17:35,0,0,
7371,Le Phenix,restaurant,chinese,75113,75,48.8351661692329,2.35891578359232,2024-12-12 09:17:35,0,0,
7372,I Piccoli,restaurant,,75113,75,48.8324022366615,2.37129795005538,2024-12-12 09:17:35,0,0,
7373,Com Viet,restaurant,vietnamese,75113,75,48.8284394404791,2.34555687395243,2024-12-12 09:17:35,0,1,
7374,Bobae,restaurant,korean,75113,75,48.8367455712479,2.34872062330527,2024-12-12 09:17:35,0,0,
7375,Appa Kitchen,restaurant,korean,75113,75,48.8369704577101,2.34704466176572,2024-12-12 09:17:35,0,0,
7376,Del Navona,restaurant,pizza,75113,75,48.8334870225702,2.3538300638418,2024-12-12 09:17:35,0,1,
7377,Thaï Vien 2,restaurant,"thai, lao, vietnamese",75113,75,48.827974244853,2.35826098931639,2024-12-12 09:17:35,0,0,
7378,Gourmet Gourmand,restaurant,,75113,75,48.8306370916722,2.35420322617108,2024-12-12 09:17:35,0,0,
7379,Hokkaido,restaurant,japanese,75113,75,48.8357480409513,2.34670603287753,2024-12-12 09:17:35,0,0,
7380,BibimHouse,restaurant,korean,75113,75,48.8191558959812,2.3651088365711,2024-12-12 09:17:35,0,0,
7381,La Bonne Mer,restaurant,fish,75113,75,48.8285761493199,2.35267445085125,2024-12-12 09:17:35,0,0,
7382,Sushi Koo,restaurant,japanese,75113,75,48.8343313316769,2.36785692734557,2024-12-12 09:17:35,0,0,
7383,Mille et Une Nuits,restaurant,,75113,75,48.8293769563491,2.38298626257375,2024-12-12 09:17:36,0,0,
