id,name,type,cuisine,meta_code_com,meta_code_dep,meta_geo_point_lat,meta_geo_point_lon,created_at,vegan,vegetarian,note
3468,Bistrot 88,restaurant,,75105,75,48.8418377450639,2.34962134262031,2024-12-12 09:16:24,0,0,
3469,La Méthode,restaurant,,75105,75,48.8472105449981,2.34833815706347,2024-12-12 09:16:24,0,0,
3470,Le Petit Café,restaurant,,75105,75,48.8471675458349,2.34847117786683,2024-12-12 09:16:24,0,0,
3471,EV,restaurant,lebanese,75105,75,48.8384462594018,2.35634639499352,2024-12-12 09:16:24,0,0,
3472,Le Marmiton de Lutèce,restaurant,,75105,75,48.8522993660528,2.34596934740759,2024-12-12 09:16:24,0,0,
3473,Au Moulin à Vent,restaurant,french,75105,75,48.8485629650752,2.35473597993678,2024-12-12 09:16:24,0,0,
3474,Rim Café,restaurant,italian,75105,75,48.852672193106,2.34452112217727,2024-12-12 09:16:24,0,0,
3475,Cave la Bourgogne,restaurant,"french, bistro",75105,75,48.8391974455643,2.34972888243803,2024-12-12 09:16:25,0,1,
3476,Étoile Gourmet,restaurant,asian,75105,75,48.8496324959201,2.35350702529348,2024-12-12 09:16:25,0,0,
3477,Ton Hon,restaurant,chinese,75105,75,48.8460564407502,2.34068405454252,2024-12-12 09:16:25,0,0,
3478,Casa Mia,restaurant,,75105,75,48.8473765905,2.34709009168094,2024-12-12 09:16:25,0,0,
3479,Bistrot Vin Sobre,restaurant,french,75105,75,48.8421032837565,2.34107138228816,2024-12-12 09:16:25,0,0,
3480,Maison Perchée,restaurant,,75105,75,48.8431708867637,2.34944196989238,2024-12-12 09:16:25,0,0,
3481,La Grotte de Chypre,restaurant,greek,75105,75,48.8417915607774,2.34977657546708,2024-12-12 09:16:25,0,0,
3482,La Sirena,restaurant,italian,75105,75,48.8507619573728,2.34498522815599,2024-12-12 09:16:25,0,0,
3483,Le Petit Cardinal,restaurant,french,75105,75,48.8468318506128,2.35167951894456,2024-12-12 09:16:25,0,0,
3484,L'Annexe,restaurant,,75105,75,48.8427629395362,2.36351535295879,2024-12-12 09:16:25,0,0,
3485,Sumo,restaurant,"japanese, chinese",75105,75,48.8497752397312,2.34695438866856,2024-12-12 09:16:25,0,0,
3486,Bistro V,restaurant,,75105,75,48.83770974157,2.34619607788844,2024-12-12 09:16:25,0,0,
3487,La Voie Lactée,restaurant,turkish,75105,75,48.8472968786008,2.35241712642383,2024-12-12 09:16:25,0,1,
3488,Le Petit Pontoise,restaurant,french,75105,75,48.8498707934273,2.35208042537334,2024-12-12 09:16:25,0,0,
3489,A Braccetto,restaurant,"italian, pizza",75105,75,48.8470403923637,2.34138729621878,2024-12-12 09:16:25,0,0,
3490,Chez René,restaurant,french,75105,75,48.8495948611749,2.35440455948529,2024-12-12 09:16:25,0,0,
3491,L'Époque,restaurant,,75105,75,48.8447678907753,2.34977917385706,2024-12-12 09:16:25,0,0,
3492,L'Écritoire,restaurant,,75105,75,48.8484254180441,2.34241055895819,2024-12-12 09:16:25,0,0,
3493,La Bûcherie,restaurant,pizza,75105,75,48.8526519927194,2.34691725683749,2024-12-12 09:16:25,0,0,
3494,Maison de Gyros,restaurant,greek,75105,75,48.8529171961357,2.34569173877449,2024-12-12 09:16:25,0,0,
3495,Symposium,restaurant,french,75105,75,48.8530944733879,2.34492672247185,2024-12-12 09:16:25,0,0,
3496,La Petite Boucle,restaurant,crepe,75105,75,48.8521145450879,2.34447116603437,2024-12-12 09:16:25,0,0,
3497,Saveurs d'Asie,restaurant,,75105,75,48.8503354861393,2.34900359635642,2024-12-12 09:16:25,0,0,
3498,Coco de Mer,restaurant,,75105,75,48.8391627444851,2.35857564596154,2024-12-12 09:16:25,0,0,
3499,Chez Kelly,restaurant,french,75105,75,48.8522051534612,2.34457057540601,2024-12-12 09:16:25,0,0,
3500,Pizza Sarno,restaurant,italian,75105,75,48.8521560355086,2.34451768559697,2024-12-12 09:16:25,0,0,
3501,La Tour d'Argent,restaurant,french,75105,75,48.8498299735589,2.35491476593148,2024-12-12 09:16:25,0,0,
3502,Hon Ki,restaurant,japanese,75105,75,48.8519866372455,2.34847964358903,2024-12-12 09:16:25,0,0,
3503,Terronia,restaurant,,75105,75,48.8457440472189,2.35381849681542,2024-12-12 09:16:25,0,0,
3504,Narro,restaurant,french,75105,75,48.8449532984735,2.34965009254819,2024-12-12 09:16:25,0,0,
3505,Le Petit Panthéon,restaurant,french,75105,75,48.8451900872382,2.3523222432799,2024-12-12 09:16:25,0,0,
3506,Mexi & Co,restaurant,mexican,75105,75,48.8511259834276,2.34604428162197,2024-12-12 09:16:25,0,0,
3507,La Piadineria,restaurant,italian,75105,75,48.8473769257761,2.34150849853867,2024-12-12 09:16:25,0,0,
3508,L'Escale de Notre-Dame,restaurant,,75105,75,48.8528419266453,2.34545603965725,2024-12-12 09:16:25,0,0,
3509,La Petite Bretonne,restaurant,crepe,75105,75,48.8434197454689,2.34942235623896,2024-12-12 09:16:25,0,0,
3510,Ostra Paris,restaurant,seafood,75105,75,48.8522128648121,2.3465253190451,2024-12-12 09:16:25,0,0,
3511,Le Petit Journal Saint-Michel,restaurant,,75105,75,48.84634385621,2.3405749221632,2024-12-12 09:16:25,0,0,
3512,La Maison de Verlaine,restaurant,,75105,75,48.8455000500175,2.34924524662492,2024-12-12 09:16:25,0,0,
3513,Le coq et l'élephant,restaurant,,75105,75,48.8396017885734,2.3564459720032,2024-12-12 09:16:25,0,0,
3514,Le Relais Fac,restaurant,french,75105,75,48.8493089544576,2.35395193671394,2024-12-12 09:16:25,0,0,
3515,Au Vieux Cèdre,restaurant,lebanese,75105,75,48.845226799974,2.3425859921916,2024-12-12 09:16:25,0,0,
3516,Hébé,restaurant,mediterranean,75105,75,48.8507787211791,2.34911616531605,2024-12-12 09:16:25,0,1,
3517,Eddar,restaurant,"mediterranean, tunisian",75105,75,48.8405101354203,2.361836122477,2024-12-12 09:16:25,1,1,
3518,5 Séverin,restaurant,french,75105,75,48.8523337318558,2.34529795696341,2024-12-12 09:16:25,0,0,
3519,Nossa,restaurant,portuguese,75105,75,48.8473990540005,2.34813506354956,2024-12-12 09:16:25,0,0,
3520,Le Luco,restaurant,,75105,75,48.8437400179892,2.33912158397195,2024-12-12 09:16:25,0,0,
3521,Atsushi Tanaka,restaurant,japanese,75105,75,48.8496792669398,2.35449005489767,2024-12-12 09:16:25,0,0,
3522,La Table de Colette,restaurant,french,75105,75,48.847284138108,2.34725303587862,2024-12-12 09:16:25,1,1,
3523,Phô5,restaurant,vietnamese,75105,75,48.8512376303778,2.34596188751377,2024-12-12 09:16:25,0,0,
3524,Otiamo,restaurant,italian,75105,75,48.8501105996771,2.34958555189374,2024-12-12 09:16:25,0,0,
3525,La Fontaine,restaurant,,75105,75,48.8440177942603,2.35512188275888,2024-12-12 09:16:25,0,0,
3526,Savannah Café,restaurant,,75105,75,48.8459163791482,2.34921909508699,2024-12-12 09:16:25,0,0,
3527,La Scarpetta,restaurant,,75105,75,48.8457894771341,2.34922613588566,2024-12-12 09:16:25,0,0,
3528,Bistro V,restaurant,french,75105,75,48.8376952408775,2.34618643869979,2024-12-12 09:16:25,0,0,
3529,Les Arènes,restaurant,,75105,75,48.8449816293062,2.35491543648374,2024-12-12 09:16:25,0,0,
3530,Le Solstice,restaurant,french,75105,75,48.8402033577641,2.34580179316316,2024-12-12 09:16:25,0,0,
3531,Comme Chai Toi,restaurant,french,75105,75,48.8517626727927,2.34929562186298,2024-12-12 09:16:25,0,0,
3532,Le nul part ailleurs,restaurant,,75105,75,48.8514528776513,2.34949921829107,2024-12-12 09:16:25,0,0,
3533,Amore Mio,restaurant,pizza,75105,75,48.8445521405876,2.35455954087499,2024-12-12 09:16:26,0,0,
3534,Signorvino,restaurant,italian,75105,75,48.8531784600577,2.3444350400317,2024-12-12 09:16:26,0,0,
3535,Maison de Gyros,restaurant,greek,75105,75,48.8531639593652,2.34517214459677,2024-12-12 09:16:26,0,0,
3536,Red Grill,restaurant,steak_house,75105,75,48.8528190440496,2.34611837764604,2024-12-12 09:16:26,0,0,
3537,Les Crêpes de Louis-Marie,restaurant,crepe,75105,75,48.8404097202202,2.35019793373962,2024-12-12 09:16:26,0,0,
3538,La Crète,restaurant,greek,75105,75,48.8418338893885,2.34978344862768,2024-12-12 09:16:26,0,0,
3539,L'Atlantide,restaurant,french,75105,75,48.8431425559309,2.34922588442856,2024-12-12 09:16:26,0,0,
3540,O. Isso,restaurant,korean,75105,75,48.8445164336801,2.34863018257005,2024-12-12 09:16:26,0,0,
3541,Au Bon Couscous,restaurant,,75105,75,48.852785684075,2.34555729304759,2024-12-12 09:16:26,0,0,
3542,L'Auberge Saint-Séverin,restaurant,french,75105,75,48.8525097518225,2.34502127033966,2024-12-12 09:16:26,0,0,
3543,Le Nouveau Village chez Momo,restaurant,,75105,75,48.8527390806933,2.34551571880786,2024-12-12 09:16:26,0,0,
3544,Rocaille,restaurant,french,75105,75,48.8518695420581,2.34470191982874,2024-12-12 09:16:26,0,0,
3545,Pasta & Fagioli,restaurant,"pizza, pasta, italian",75105,75,48.8408624268107,2.34489353013529,2024-12-12 09:16:26,0,1,
3546,Casa di Peppe,restaurant,,75105,75,48.8447170964421,2.3420413361234,2024-12-12 09:16:26,0,0,
3547,Racina,restaurant,italian,75105,75,48.84531372031,2.34918783058816,2024-12-12 09:16:26,0,0,
3548,Empire Céleste,restaurant,chinese,75105,75,48.8456626589391,2.3420899511618,2024-12-12 09:16:26,0,0,
3549,Pee Bee,restaurant,pizza,75105,75,48.8514907638537,2.34800908354487,2024-12-12 09:16:26,0,0,
3550,Baieta,restaurant,french,75105,75,48.8501436243756,2.35230807786354,2024-12-12 09:16:26,0,0,
3551,Le Foyer Vietnam,restaurant,,75105,75,48.8422250728096,2.35190163937867,2024-12-12 09:16:26,0,0,
3552,La Terrasse Saint-Jacques,restaurant,french,75105,75,48.8391024786013,2.33965274517604,2024-12-12 09:16:26,0,0,
3553,Le Berthoud,restaurant,french,75105,75,48.8479789978811,2.3471441549564,2024-12-12 09:16:26,0,0,
3554,Bonjour Viêt Nam,restaurant,vietnamese,75105,75,48.8451498541029,2.34944758576751,2024-12-12 09:16:26,0,0,
3555,Brasserie Célina,restaurant,,75105,75,48.8411416280054,2.34354387608627,2024-12-12 09:16:26,0,0,
3556,Le Cèdre,restaurant,"kebab, lebanese",75105,75,48.8447331896962,2.34911633295411,2024-12-12 09:16:26,0,0,
3557,Taeng Thai,restaurant,,75105,75,48.8502866196438,2.34901625303021,2024-12-12 09:16:26,0,0,
3558,Topo,restaurant,mediterranean,75105,75,48.8523355758745,2.34569048148902,2024-12-12 09:16:26,0,0,
3559,Mouffetard Saigon's,restaurant,vietnamese,75105,75,48.8446096404434,2.34967565735286,2024-12-12 09:16:26,0,0,
3560,La Maison,restaurant,,75105,75,48.84261457985,2.36340135907562,2024-12-12 09:16:26,0,1,
3561,CROUS Restaurant Universitaire Censier,restaurant,,75105,75,48.8408154694835,2.35564213300942,2024-12-12 09:16:26,0,0,
3562,La Petite Périgourdine,restaurant,,75105,75,48.8488101473998,2.34727114078947,2024-12-12 09:16:26,0,0,
3563,Café d'Avant,restaurant,,75105,75,48.8396712745507,2.34712998954004,2024-12-12 09:16:26,0,0,
3564,Veganil,restaurant,,75105,75,48.8470747581667,2.35339051683937,2024-12-12 09:16:26,0,0,
3565,Le Chalet Saint-Michel,restaurant,french,75105,75,48.8518625850785,2.34423722711679,2024-12-12 09:16:26,0,0,
3566,Demi Lune,restaurant,french,75105,75,48.8525286949237,2.34484575328719,2024-12-12 09:16:26,0,0,
3567,L'Éclipse,restaurant,,75105,75,48.8426941241111,2.36345684727462,2024-12-12 09:16:26,0,0,
3568,Fu Wei 闊以,restaurant,"chinese, noodles, Sichuan",75105,75,48.8371878842784,2.34974237730214,2024-12-12 09:16:26,0,0,
3569,L'Escale à Pondichery,restaurant,indian,75105,75,48.8388063459622,2.34905749199382,2024-12-12 09:16:26,0,0,
3570,La Capannina,restaurant,"italian, pizza",75105,75,48.8469758517093,2.34778402944468,2024-12-12 09:16:26,0,0,
3571,Méjane,restaurant,french,75105,75,48.8403855803391,2.35149134521831,2024-12-12 09:16:26,0,1,
3572,Kathmandu,restaurant,nepalese,75105,75,48.8459092545304,2.35322354932816,2024-12-12 09:16:26,0,0,
3573,Chez Suzette,restaurant,,75105,75,48.8527553415855,2.34450896841767,2024-12-12 09:16:26,0,0,
3574,X Lagrange,restaurant,asian,75105,75,48.8515107966023,2.34760122013645,2024-12-12 09:16:26,0,0,
3575,Tsuru,restaurant,japanese,75105,75,48.8438462167024,2.34245556977822,2024-12-12 09:16:26,0,0,
3576,Li Beyrouth,restaurant,lebanese,75105,75,48.842601168805,2.34963886079794,2024-12-12 09:16:26,0,0,
3577,Chinaski,restaurant,,75105,75,48.8402338678917,2.35032399756335,2024-12-12 09:16:26,0,0,
3578,Mirama,restaurant,chinese,75105,75,48.8517006467091,2.3461703454457,2024-12-12 09:16:26,0,0,
3579,Terra Nera,restaurant,,75105,75,48.8454217630419,2.34430319269478,2024-12-12 09:16:26,0,0,
3580,Chieng Mai,restaurant,thai,75105,75,48.8508309404359,2.3488944639771,2024-12-12 09:16:26,0,0,
3581,Girasole,restaurant,italian,75105,75,48.8440060595959,2.35467705515748,2024-12-12 09:16:26,0,0,
3582,Le Bistro du Périgord,restaurant,,75105,75,48.8498550354494,2.34517264751096,2024-12-12 09:16:26,0,0,
3583,Crêperie Bobo,restaurant,crepe,75105,75,48.8512957169669,2.34420847718891,2024-12-12 09:16:26,0,0,
3584,Le Coup de Torchon,restaurant,,75105,75,48.8452625907006,2.34260359418829,2024-12-12 09:16:26,0,0,
3585,Maison Cluny,restaurant,,75105,75,48.8505047167644,2.34482907329988,2024-12-12 09:16:26,0,0,
3586,Wad Thaï,restaurant,thai,75105,75,48.8471076990462,2.34859958862344,2024-12-12 09:16:26,0,0,
3587,La Maison Du Dim Sum,restaurant,chinese,75105,75,48.8459278623555,2.34339057107724,2024-12-12 09:16:26,1,0,
3588,Le Lac de l'Ouest,restaurant,thai,75105,75,48.852838573884,2.3446933702875,2024-12-12 09:16:26,0,0,
3589,La Cochonaille,restaurant,french,75105,75,48.8523516691287,2.34473444161304,2024-12-12 09:16:26,0,0,
3590,L'Initial,restaurant,,75105,75,48.8506950697855,2.35046397534634,2024-12-12 09:16:26,0,0,
3591,La Taverne,restaurant,"Cap Vert, brazilian",75105,75,48.8411391972534,2.35288802174412,2024-12-12 09:16:26,0,0,
3592,5ushifafa,restaurant,sushi,75105,75,48.8400854243865,2.35008972336965,2024-12-12 09:16:26,0,0,
3593,Vita Nuova,restaurant,italian,75105,75,48.8413850384735,2.33877289679992,2024-12-12 09:16:26,0,0,
3594,Thao Ly,restaurant,cambodian,75105,75,48.8394733778167,2.34597052087403,2024-12-12 09:16:26,0,0,
3595,Veg’anne By Anne Dorcay,restaurant,,75105,75,48.8506418447003,2.35089379934107,2024-12-12 09:16:26,0,0,
3596,Golosino,restaurant,italian,75105,75,48.8407872411392,2.34911029798383,2024-12-12 09:16:26,0,1,
3597,L'île de Crête,restaurant,greek,75105,75,48.8446175194324,2.34912974399919,2024-12-12 09:16:26,0,0,
3598,Alliance,restaurant,,75105,75,48.8499231803222,2.35330183630379,2024-12-12 09:16:26,0,0,
3599,Tashi-Delek,restaurant,tibetan,75105,75,48.8459118529204,2.34346843895773,2024-12-12 09:16:26,1,1,
3600,Anahuacalli,restaurant,mexican,75105,75,48.8499004653646,2.35040127871059,2024-12-12 09:16:26,0,0,
3601,Flocon,restaurant,fusion,75105,75,48.8421233165051,2.34983508115124,2024-12-12 09:16:26,0,0,
3602,Restaurant Universitaire Bullier,restaurant,,75105,75,48.8400930519184,2.33751225856261,2024-12-12 09:16:26,0,0,
3603,Goûts d'Italie,restaurant,"italian, regional, sandwich, pizza, dessert",75105,75,48.8410274664841,2.35616408859948,2024-12-12 09:16:26,0,0,
3604,Paldo,restaurant,korean,75105,75,48.8509609437541,2.34844779235698,2024-12-12 09:16:26,0,0,
3605,Mea Nam Choaphraya,restaurant,thai,75105,75,48.8498647584571,2.35300746386434,2024-12-12 09:16:26,0,0,
3606,Le Vent d'Armor,restaurant,,75105,75,48.8500842805012,2.35415838298908,2024-12-12 09:16:26,0,0,
3607,Restaurant Boutebrie,restaurant,,75105,75,48.8514905962156,2.34482739691924,2024-12-12 09:16:26,0,0,
3608,Anatolie Dürüm,restaurant,"french, turkish",75105,75,48.8527612927367,2.34469295119234,2024-12-12 09:16:26,0,0,
3609,Escale 40,restaurant,,75105,75,48.8402010946503,2.36159707059849,2024-12-12 09:16:26,0,0,
3610,Il Pomo d'Oro,restaurant,pizza,75105,75,48.8395206517506,2.33999933687227,2024-12-12 09:16:26,0,0,
3611,Marty,restaurant,french,75105,75,48.8372978548481,2.35111692560355,2024-12-12 09:16:26,0,0,
3612,Hestia,restaurant,,75105,75,48.852893978264,2.34623882559464,2024-12-12 09:16:26,0,0,
3613,Sushiko,restaurant,japanese,75105,75,48.8429463355777,2.34955898126069,2024-12-12 09:16:26,0,0,
3614,Le Vieux Bistrot,restaurant,french,75105,75,48.8432627524225,2.34947172564867,2024-12-12 09:16:26,0,0,
3615,Bistroy… les Papilles,restaurant,french,75105,75,48.8446335288674,2.34170505416807,2024-12-12 09:16:26,0,0,
3616,Le Jardin du Roy,restaurant,french,75105,75,48.8532129934988,2.34503225063281,2024-12-12 09:16:26,0,0,
3617,Au Doux Raisin,restaurant,french,75105,75,48.8458575381879,2.34922663879985,2024-12-12 09:16:26,0,0,
3618,Pizza Roma,restaurant,pizza,75105,75,48.8485653958271,2.34823095252187,2024-12-12 09:16:26,0,0,
3619,Mango Thaï,restaurant,thai,75105,75,48.8384932818787,2.35121407186133,2024-12-12 09:16:26,0,0,
3620,Rebalto,restaurant,"italian, pizza",75105,75,48.8435294645814,2.34954867151978,2024-12-12 09:16:26,0,0,
3621,La Muraille du Phénix,restaurant,"vietnamese, chinese, thai",75105,75,48.8455000500175,2.3427288198217,2024-12-12 09:16:26,0,0,
3622,Le Petit Cluny,restaurant,french,75105,75,48.8515966272908,2.34364236344857,2024-12-12 09:16:26,0,0,
3623,Les Fêtes Galantes,restaurant,french,75105,75,48.8478711227872,2.34736828704726,2024-12-12 09:16:26,0,0,
3624,Fouxing,restaurant,chinese,75105,75,48.8499496671362,2.34324673761878,2024-12-12 09:16:26,0,0,
3625,Ayadi Gourmet,restaurant,syrian,75105,75,48.8507386556819,2.34909504292003,2024-12-12 09:16:26,0,0,
3626,Crêperie Génia,restaurant,french,75105,75,48.8528058844616,2.34469169390687,2024-12-12 09:16:26,0,0,
3627,La Luge,restaurant,french,75105,75,48.8525382502933,2.34433596593618,2024-12-12 09:16:26,0,0,
3628,Le Petit Pont,restaurant,,75105,75,48.8526851850559,2.34676973534164,2024-12-12 09:16:26,0,0,
3629,Bistro du Marché,restaurant,,75105,75,48.8431752453533,2.35236775701415,2024-12-12 09:16:26,0,0,
3630,Le Café Parisien,restaurant,french,75105,75,48.839836062767,2.3515655250614,2024-12-12 09:16:26,0,0,
3631,Au Pot de Fer,restaurant,,75105,75,48.8430547974047,2.34887686198044,2024-12-12 09:16:26,0,0,
3632,Godjo,restaurant,ethiopian,75105,75,48.8476269579478,2.34804135387211,2024-12-12 09:16:26,0,0,
3633,Calice,restaurant,,75105,75,48.839043553822,2.35049264145519,2024-12-12 09:16:27,0,0,
3634,Mo Sarpi,restaurant,,75105,75,48.8471544700659,2.34284993832256,2024-12-12 09:16:27,0,0,
3635,Le Vauquelin,restaurant,,75105,75,48.8404017574122,2.3463715949409,2024-12-12 09:16:27,0,0,
3636,MONK La Taverne de Cluny,restaurant,french,75105,75,48.8515724874096,2.34389524546731,2024-12-12 09:16:27,0,1,
3637,Brava Pizza,restaurant,pizza,75105,75,48.8470579943604,2.35204899323645,2024-12-12 09:16:27,0,0,
3638,Le Village Monge,restaurant,,75105,75,48.8407885822437,2.35153057252518,2024-12-12 09:16:27,0,0,
3639,Cinquième Empire,restaurant,,75105,75,48.8404471873274,2.36179614079887,2024-12-12 09:16:27,0,0,
3640,El Sur,restaurant,argentinian,75105,75,48.8494041728777,2.35148908210445,2024-12-12 09:16:27,0,0,
3641,Tran Tran Zaï,restaurant,"chinese, noodles",75105,75,48.8474382813074,2.34806608048646,2024-12-12 09:16:27,0,0,
3642,NA,restaurant,,75105,75,48.8433341662375,2.34235842352047,2024-12-12 09:16:27,0,0,
3643,Hoki Sushi,restaurant,japanese,75105,75,48.8430255445626,2.34926963796315,2024-12-12 09:16:27,1,1,
3644,Kokodak,restaurant,korean,75105,75,48.8438872880279,2.34931137984094,2024-12-12 09:16:27,0,0,
3645,Jules,restaurant,"french, bistronomie",75105,75,48.8389863892424,2.35109261808435,2024-12-12 09:16:27,0,0,
3646,L'invitée,restaurant,french,75105,75,48.8499898164524,2.34592182201661,2024-12-12 09:16:27,0,0,
3647,Founti Agadir,restaurant,,75105,75,48.8394417780418,2.35132613790677,2024-12-12 09:16:27,0,1,
3648,Roger de Beyrouth,restaurant,,75105,75,48.8404733388653,2.35191488278568,2024-12-12 09:16:27,0,0,
3649,Kootchi,restaurant,afghan,75105,75,48.8469657934255,2.35195117642641,2024-12-12 09:16:27,0,1,
3650,Kokoro,restaurant,japanese,75105,75,48.8462309519742,2.35243397404921,2024-12-12 09:16:27,0,0,
3651,Gomaya,restaurant,japanese,75105,75,48.8514349403786,2.34454995592421,2024-12-12 09:16:27,0,0,
3652,Au Bon Coin,restaurant,french,75105,75,48.8381317703948,2.35179544066545,2024-12-12 09:16:27,0,0,
3653,La Dolce Vita,restaurant,italian,75105,75,48.8525026272048,2.34527038050197,2024-12-12 09:16:27,0,0,
3654,Taboulé,restaurant,lebanese,75105,75,48.8466418328678,2.34103793849451,2024-12-12 09:16:27,0,0,
3655,Kusksi Original Couscous,restaurant,,75105,75,48.8449457547606,2.34869145428223,2024-12-12 09:16:27,0,0,
3656,Le Mékong,restaurant,,75105,75,48.8442851769716,2.35323293705972,2024-12-12 09:16:27,0,0,
3657,Selva,restaurant,latin_american,75105,75,48.8503515793934,2.34473134030887,2024-12-12 09:16:27,0,0,
3658,L'Agrume,restaurant,french,75105,75,48.8387796915101,2.35619057541351,2024-12-12 09:16:27,0,0,
3659,Toscanino,restaurant,italian,75105,75,48.8447746801169,2.34909085196844,2024-12-12 09:16:27,0,0,
3660,Ladelice Sushi,restaurant,asian,75105,75,48.8520637507546,2.34642398183573,2024-12-12 09:16:27,0,0,
3661,Chez Hamadi,restaurant,,75105,75,48.8513894266443,2.34452782769984,2024-12-12 09:16:27,0,0,
3662,La Vieille Tour,restaurant,,75105,75,48.8430580663469,2.34942411643863,2024-12-12 09:16:27,0,0,
3663,Le Coupe-Chou,restaurant,french,75105,75,48.8484872764895,2.34630428825841,2024-12-12 09:16:27,0,0,
3664,Sweet KT,restaurant,japanese,75105,75,48.8477382696219,2.34843915899671,2024-12-12 09:16:27,0,0,
3665,L'Annexe,restaurant,,75105,75,48.8487826547574,2.34840512846984,2024-12-12 09:16:27,0,0,
3666,Colbeh,restaurant,persian,75105,75,48.8442265874684,2.34922638734275,2024-12-12 09:16:27,0,0,
3667,I Diavoletti,restaurant,"pizza, italian",75105,75,48.8410136363439,2.34385685635078,2024-12-12 09:16:27,0,0,
3668,Santorini,restaurant,french,75105,75,48.8522537684996,2.34462153737729,2024-12-12 09:16:27,0,0,
3669,Tasty Nouilles,restaurant,noodle,75105,75,48.8387937731074,2.3509382234279,2024-12-12 09:16:27,0,0,
3670,Poké Gourmand,restaurant,regional,75105,75,48.8462859372591,2.34297826526014,2024-12-12 09:16:28,0,0,
3671,L'Angolo 42,restaurant,italian,75105,75,48.8378571792468,2.3473660239334,2024-12-12 09:16:28,0,0,
3672,Saveurs d'Asie,restaurant,asian,75105,75,48.8462016991322,2.35202158441308,2024-12-12 09:16:28,0,1,
3673,Sucrepice,restaurant,chinese,75105,75,48.8473940248586,2.3517504298454,2024-12-12 09:16:28,0,0,
3674,Prosper et Fortunée,restaurant,,75105,75,48.8376303649469,2.34716494207626,2024-12-12 09:16:28,0,0,
3675,Pizza Cosy,restaurant,pizza,75105,75,48.8384130670653,2.35622728814943,2024-12-12 09:16:28,0,0,
3676,Papilla,restaurant,,75105,75,48.8467274959183,2.34287407820369,2024-12-12 09:16:28,0,0,
3677,La Table d’Hami,restaurant,korean,75105,75,48.8414392693871,2.35542824131988,2024-12-12 09:16:28,0,0,
3678,Chez Léna et Mimile,restaurant,french,75105,75,48.8420172854299,2.34801562142934,2024-12-12 09:16:28,0,0,
3679,Ribouldingue,restaurant,,75105,75,48.8523837718178,2.34703074780646,2024-12-12 09:16:28,0,0,
3680,Union Square,restaurant,,75105,75,48.8524788225998,2.3445401490975,2024-12-12 09:16:28,0,0,
3681,Chez Gladines,restaurant,french,75105,75,48.8497400357379,2.350814338899,2024-12-12 09:16:28,0,0,
3682,Les Pipos,restaurant,french,75105,75,48.8474778438903,2.34835466941271,2024-12-12 09:16:28,0,0,
3683,Les 5,restaurant,french,75105,75,48.8396673350562,2.34972444002935,2024-12-12 09:16:28,0,0,
3684,Les Baux,restaurant,,75105,75,48.8422840814079,2.34985486244273,2024-12-12 09:16:28,0,0,
3685,Mavrommátis,restaurant,greek,75105,75,48.8405559844306,2.35118699831409,2024-12-12 09:16:28,0,0,
3686,Café de la Nouvelle Mairie,restaurant,french,75105,75,48.8454581405017,2.34479118709754,2024-12-12 09:16:28,0,0,
3687,Pan Asie,restaurant,japanese,75105,75,48.8524174670685,2.34490006801977,2024-12-12 09:16:28,0,0,
3688,Victoria Garden,restaurant,pizza,75105,75,48.8428992292818,2.3636178636346,2024-12-12 09:16:28,0,1,
3689,Oulala,restaurant,"pizza, italian",75105,75,48.8442706762791,2.34921565850669,2024-12-12 09:16:28,0,0,
3690,Otto,restaurant,french,75105,75,48.8448363709242,2.34928103735146,2024-12-12 09:16:28,0,0,
3691,Le Petit Châtelet,restaurant,french,75105,75,48.8526238295247,2.34703678277674,2024-12-12 09:16:28,0,0,
3692,My Tho,restaurant,vietnamese,75105,75,48.8382464348302,2.3458961733929,2024-12-12 09:16:28,0,0,
3693,Bibim Bao,restaurant,korean,75105,75,48.8406141548386,2.34486964171123,2024-12-12 09:16:28,0,0,
3694,Aux Délices Du Liban,restaurant,lebanese,75105,75,48.8444160184801,2.34784278658591,2024-12-12 09:16:28,0,0,
3695,Au Port du Salut,restaurant,,75105,75,48.8460119328443,2.34303886642007,2024-12-12 09:16:28,0,0,
3696,Piment thaï,restaurant,,75105,75,48.8515995609569,2.34611209121866,2024-12-12 09:16:28,0,0,
3697,Le Perraudin,restaurant,french,75105,75,48.8463487177138,2.34326576453898,2024-12-12 09:16:28,0,0,
3698,Café Jussieu,restaurant,,75105,75,48.8456038179788,2.35479683255383,2024-12-12 09:16:28,0,0,
3699,Royal Luxembourg,restaurant,basque,75105,75,48.8467024340278,2.34101178695659,2024-12-12 09:16:28,0,0,
3700,Le Bonheur,restaurant,chinese,75105,75,48.8425311799135,2.36334302102955,2024-12-12 09:16:28,0,0,
3701,Les Balkans,restaurant,pizza,75105,75,48.8529954831114,2.34472832282373,2024-12-12 09:16:28,0,0,
3702,Heng Long,restaurant,asian,75105,75,48.8463246616517,2.35429727112469,2024-12-12 09:16:28,0,0,
3703,Hachi,restaurant,japanese,75105,75,48.84743719166,2.34300072876064,2024-12-12 09:16:28,0,0,
3704,Chongqing Hot Pot Noodle,restaurant,asian,75105,75,48.8483054730097,2.34839205270089,2024-12-12 09:16:28,0,0,
3705,Le Paradis des Amis,restaurant,french,75105,75,48.841790554949,2.34312804986985,2024-12-12 09:16:28,0,0,
