restaurant_name,address,phone_number,reviews_count,reviews_average,type,cuisine,meta_code_com,meta_code_dep,meta_geo_point_lat,meta_geo_point_lon,vegan,vegetarian
cool and the kitchen,"61 Rue La Boétie, 75008 Paris",01 45 62 01 32,19,4.1,restaurant,french,75108,75,48.8731303232768,2.31208315689579,0,0
baan lao,"1 Rue Lavoisier, 75008 Paris",01 42 66 50 51,107,4.6,restaurant,,75108,75,48.8736844508956,2.32216247928096,0,0
buddha-bar paris,"8-12 Rue Boissy d'Anglas, 75008 Paris",01 53 05 90 00,5395,4.0,restaurant,fusion_asiatique,75108,75,48.8680798913386,2.32156878907918,0,0
le laurent,"41 Av. Gabriel, 75008 Paris",01 42 25 00 39,569,4.4,restaurant,,75108,75,48.8692327661421,2.31314062994481,0,0
original green,"27 Rue de Saint-Pétersbourg, 75008 Paris",,45,5.0,restaurant,,75108,75,48.8819495941579,2.32559436571634,0,0
contraste,"18 Rue d'Anjou, 75008 Paris",01 42 65 08 36,467,4.6,restaurant,,75108,75,48.8704297578933,2.32129528757864,0,0
matsuri boétie,"103 Rue La Boétie, 75008 Paris",01 80 27 04 45,909,4.3,restaurant,japanese,75108,75,48.8711929301772,2.30702601943509,0,0
blossom - sofitel paris le faubourg,"15 Rue Boissy d'Anglas, 75008 Paris",01 44 94 14 24,213,4.7,restaurant,,75108,75,48.8684345296619,2.32143744465645,0,0
restaurant lasserre,"17 Av. Franklin Delano Roosevelt, 75008 Paris",01 43 59 02 13,613,4.6,restaurant,fine_dining,75108,75,48.8663233797095,2.30991584819222,0,0
helen,"3 Rue Berryer, 75008 Paris",01 40 76 01 40,256,4.5,restaurant,"fish, seafood",75108,75,48.8751099611683,2.30402563337509,0,0
côme washington,"36 Rue Washington, 75008 Paris",01 45 63 30 04,152,4.1,restaurant,"bowl, pita",75108,75,48.8736341465111,2.30435684303041,0,0
domani,"8 Av. Franklin Delano Roosevelt, 75008 Paris",01 56 59 62 59,556,3.5,restaurant,french,75108,75,48.8705730884376,2.31032832164738,0,0
flora danica,"142 Av. des Champs-Élysées, 75008 Paris",01 44 13 86 26,3459,4.2,restaurant,danish,75108,75,48.87292748122,2.29885575931669,0,0
o bistrot de tom,"59 Rue d'Anjou, 75008 Paris",09 74 64 09 22,402,4.5,restaurant,"pizza, salad",75108,75,48.8738324753056,2.32243958499987,0,0
paillettes,"14 Rue Saint-Fiacre, 75002 Paris",01 49 29 50 50,961,4.1,restaurant,french,75108,75,48.8704939632716,2.30192839738203,0,0
la mascotte,"6 Av. du Président Wilson, 75008 Paris",01 47 20 83 47,1571,4.1,restaurant,,75108,75,48.8776989634205,2.2990900335104,0,0
pâtes dansantes,"10 Rue de Constantinople, 75008 Paris",01 42 67 22 54,228,4.6,restaurant,,75108,75,48.880093170243,2.3203736973247,0,0
soon,"20 Rue Jean Mermoz, 75008 Paris",01 42 25 04 72,1372,4.5,restaurant,korean,75108,75,48.8708642757538,2.31165383581523,0,0
à la châtaigne,"22 Rue de Miromesnil, 75008 Paris",01 40 07 90 86,436,4.5,restaurant,corsican,75108,75,48.8727733380206,2.31611426558902,0,0
saigon vietnam,"33 Rue de Turin, 75008 Paris",01 55 06 14 20,151,4.6,restaurant,vietnamese,75108,75,48.8825558572144,2.32417346549036,0,0
le comptoir de l'artoise,"5 Rue d'Artois Gauche, 75008 Paris",01 43 59 41 12,413,4.5,restaurant,,75108,75,48.8722901213026,2.30867406923704,0,0
dragons elysées,"11 Rue de Berri, 75008 Paris",01 44 07 26 17,1273,3.9,restaurant,asian,75108,75,48.8724277521528,2.30393812630595,0,0
haochi,"179 Rue du Faubourg Saint-Honoré, 75008 Paris",,22,3.5,restaurant,,75108,75,48.8751407227529,2.30471931968174,0,0
machiya bento & pâtisserie,"30 Rue de Miromesnil, 75008 Paris",01 40 54 94 70,313,4.6,restaurant,japanese,75108,75,48.8733959457883,2.31604301941204,0,0
ma cantine thai,"31 Rue du Rocher, 75008 Paris",01 42 93 02 14,38,4.9,restaurant,thai,75108,75,48.8770800436902,2.32128053542905,1,1
okame,"235 Rue du Faubourg Saint-Honoré, 75008 Paris",01 46 22 95 03,287,4.8,restaurant,japanese,75108,75,48.8774117994178,2.29888065356911,0,0
hilo,"4 Rue de Laborde, 75008 Paris",01 44 71 02 86,205,4.6,restaurant,"organic, falafel, international",75108,75,48.8758499993995,2.32250923861525,1,1
blanc & vert,"30 Rue Boissy d'Anglas, 75008 Paris",01 42 66 51 66,16,4.3,restaurant,,75108,75,48.8697218223513,2.32261418004299,0,0
les 110 de taillevent,"195 Rue du Faubourg Saint-Honoré, 75008 Paris",01 40 74 20 20,723,4.4,restaurant,french,75108,75,48.8759087565407,2.30292626295486,0,0
restaurant jean imbert au plaza athénée,"25 Av. Montaigne, 75008 Paris",01 53 67 65 00,125,4.2,restaurant,fine_dining,75108,75,48.8663278221182,2.30408598307793,0,0
washington poste,"3 Rue Washington, 75008 Paris",01 42 25 99 63,1634,3.9,restaurant,,75108,75,48.8723417538262,2.30162715178199,0,0
chez monsieur,"11 Rue du Chevalier de Saint-George, 75008 Paris",01 42 60 14 36,624,4.3,restaurant,french,75108,75,48.8687534610776,2.3250089735987,0,0
la casa dell'estelle,"14 Rue de Castellane, 75008 Paris",01 42 65 41 56,238,3.8,restaurant,,75108,75,48.8725783749528,2.32439709466703,0,0
quai 108,"108 Rue Saint-Lazare, 75008 Paris",01 40 08 44 88,230,4.6,restaurant,,75108,75,48.8756105284258,2.32564641733504,0,0
café marco polo,"121 Rue Saint-Lazare, 75008 Paris",01 43 87 36 05,3052,3.7,restaurant,"pizza, italian, french",75108,75,48.8752569797499,2.32544265326888,0,0
hortense,"5 Rue Paul Cézanne, 75008 Paris",01 45 61 41 15,549,3.9,restaurant,,75108,75,48.8745430930567,2.30936658207725,0,0
al ajami,"58 Rue François 1er, 75008 Paris",01 42 25 38 44,2118,3.4,restaurant,lebanese,75108,75,48.8697375803292,2.30221195716641,0,0
ratn,"9 Rue de la Tremoille, 75008 Paris",01 40 70 01 09,1034,3.9,restaurant,indian,75108,75,48.8671368434125,2.302894998456,0,0
club 13,"15 Av. Hoche, 75008 Paris",01 44 13 11 33,155,4.5,restaurant,,75108,75,48.8769543989616,2.30313388269644,0,0
maxim's,"3 Rue Royale, 75008 Paris",01 42 65 27 94,953,4.1,restaurant,"french, gastronomique",75108,75,48.8674414417739,2.32232248981254,0,0
diwan paris,"166 Bd Haussmann, 75008 Paris",01 42 89 25 70,283,4.4,restaurant,lebanese,75108,75,48.875225463794,2.30940832395504,0,0
auberge saint-augustin,"49 Rue de Laborde 49, 75008 Paris",01 42 93 18 93,167,4.4,restaurant,,75108,75,48.8754612467303,2.31765335064975,0,0
neva,"2 Rue de Berne, 75008 Paris",01 45 22 18 91,582,4.6,restaurant,,75108,75,48.8801219201709,2.32410515297948,0,0
hanawa,"26 Rue Bayard, 75008 Paris",01 56 62 70 70,122,3.8,restaurant,japanese,75108,75,48.8672257754052,2.30791575845694,0,0
village d'ung,"10 Rue Jean Mermoz, 75008 Paris",01 42 25 99 79,483,4.5,restaurant,chinese,75108,75,48.8703219666185,2.31123733904656,0,0
le 27 gourmand,"27 Bd des Batignolles, 75008 Paris",06 52 10 97 21,1215,4.8,restaurant,,75108,75,48.8826083279283,2.32404136669635,0,0
les tontons du 8ème,"8 Rue d'Artois, 75008 Paris",01 40 74 01 13,697,4.1,restaurant,,75108,75,48.8726172669835,2.308491679024,0,0
l'abordage,"2 Pl. Henri Bergson, 75008 Paris",01 45 22 15 49,628,4.0,restaurant,french,75108,75,48.875946558924,2.32132889901035,0,1
le gray,"170 Rue du Faubourg Saint-Honoré, 75008 Paris",,573,3.5,restaurant,,75108,75,48.8739606346051,2.30844054941463,0,0
bar des théâtres,"44 Rue Jean Goujon, 75008 Paris",01 45 62 04 91,609,4.4,restaurant,french,75108,75,48.8653079959591,2.30399772163753,0,0
couscook,"36 Bd Malesherbes, 75008 Paris",09 81 73 51 68,141,4.7,restaurant,arab,75108,75,48.8739869537811,2.32076052215615,0,0
instants gourmands,"21 Rue Treilhard, 75008 Paris",01 45 63 60 01,32,4.7,restaurant,,75108,75,48.8768725915866,2.31331353646263,0,0
les oreilles et la queue,"129 Rue du Faubourg Saint-Honoré, 75008 Paris",01 43 59 35 39,480,4.1,restaurant,"french, meat",75108,75,48.8733444809029,2.30919886019475,0,0
la haute cloche,"13 Rue Quentin Bauchart, 75008 Paris",01 81 29 89 72,105,4.5,restaurant,french,75108,75,48.8694104346483,2.30007071618169,0,0
ziti,"60 Rue Pierre Charron, 75008 Paris",01 45 63 48 48,1340,4.4,restaurant,italian,75108,75,48.8694610613435,2.30346547078599,0,0
le louis xvi,"47 Rue des Mathurins, 75008 Paris",01 71 26 54 85,425,4.4,restaurant,,75108,75,48.8732900823512,2.32353803341078,0,0
le cinq,"31 Av. George V, 75008 Paris",01 49 52 71 54,1445,4.6,restaurant,fine_dining,75108,75,48.8686737491784,2.30077613715278,0,0
au phare de saint-lazare,"35 Rue du Rocher, 75008 Paris",01 83 96 01 21,293,4.3,restaurant,crepe,75108,75,48.8773599992562,2.32091148023233,1,1
nirvana - inde,"6 Rue de Moscou, 75008 Paris",01 45 22 27 12,2664,4.7,restaurant,indian,75108,75,48.8799007217462,2.32659005199432,1,1
le schiap,"22 Rue de Berri, 75008 Paris",01 72 63 38 66,24,4.2,restaurant,,75108,75,48.873054467053,2.30544787470558,0,0
o'sullivans,"63 Av. Franklin Delano Roosevelt, 75008 Paris",01 45 63 28 34,1819,4.1,restaurant,french,75108,75,48.8718491757941,2.30973850385077,0,0
anjou 57,"57 Rue d'Anjou, 75008 Paris",01 42 65 31 76,101,4.6,restaurant,,75108,75,48.8736165574799,2.32235685561557,0,0
minami umi,"23 Rue Lavoisier, 75008 Paris",01 40 07 59 42,71,3.9,restaurant,japanese,75108,75,48.8737426213036,2.32005744811798,0,0
le berkeley,"7 Av. Matignon, 75008 Paris",01 44 07 27 28,1243,3.9,restaurant,,75108,75,48.8699101637156,2.31150698487164,0,0
monsieur dior,"32 Av. Montaigne, 75008 Paris",01 40 73 53 63,328,4.3,restaurant,french,75108,75,48.8667712247961,2.30640131619154,0,0
crabe royal,"19 Pl. de la Madeleine, 75008 Paris",01 81 69 96 70,151,4.1,restaurant,,75108,75,48.8708023334893,2.32402259123325,0,0
noto restaurant,"252 bis Rue du Faubourg Saint-Honoré, 75008 Paris",01 86 95 96 60,1026,3.8,restaurant,,75108,75,48.8769776168334,2.30098015267603,0,0
lim's,"9 Rue de Ponthieu, 75008 Paris",01 71 37 64 13,146,4.6,restaurant,chinese,75108,75,48.8703293426933,2.31048112374222,0,0
epicure,"112 Rue du Faubourg Saint-Honoré, 75008 Paris",01 53 43 43 40,1404,4.7,restaurant,fine_dining,75108,75,48.871717888773,2.31480107281882,0,0
grand corona,"3 Pl. de l'Alma, 75008 Paris",01 47 20 70 27,1491,3.7,restaurant,,75108,75,48.8649876396198,2.30095668334712,0,0
maison bes,"31 Bd Malesherbes, 75008 Paris",01 42 65 28 87,173,4.5,restaurant,french,75108,75,48.8727239686109,2.32108314160931,0,0
zafran,"35 Rue de Saint-Pétersbourg, 75008 Paris",01 45 22 29 73,313,4.0,restaurant,indian,75108,75,48.8824548552811,2.32605972898051,0,0
shabestan,"5 Rue du Commandant Rivière, 75008 Paris",01 45 63 95 68,2130,4.2,restaurant,persian,75108,75,48.8726932908453,2.30932542693267,0,0
le fouquet's,"99 Av. des Champs-Élysées, 75008 Paris",01 40 69 60 50,4482,4.2,restaurant,,75108,75,48.8714267852758,2.3012027760243,0,0
les sœurs ylikis,"7 Rue de Miromesnil, 75008 Paris",06 15 98 51 27,158,4.9,restaurant,comorian,75108,75,48.8716240952765,2.31600178044843,0,0
jour st honoré,"238 Rue du Faubourg Saint-Honoré, 75008 Paris",01 45 63 86 94,98,4.0,restaurant,,75108,75,48.8763548414276,2.30240733932936,0,0
le 3v,"3 Rue de Vienne, 75008 Paris",01 42 65 55 86,443,4.9,restaurant,,75108,75,48.8764416779445,2.32117894676259,0,0
le greffulhe,"29 Rue des Mathurins, 75008 Paris",01 42 65 80 87,518,4.1,restaurant,french,75108,75,48.8731504398444,2.32552043733034,0,0
finzi,"6 Rue Léopold Bellan, 75002 Paris",06 23 58 54 31,238,3.8,restaurant,,75108,75,48.8751134815676,2.30691613268448,0,0
acsia fusion,"35 Rue La Boétie, 75008 Paris",01 43 59 51 88,237,4.5,restaurant,asian,75108,75,48.873653856949,2.31507038336778,0,1
mini palais,"3 Av. Winston Churchill, 75008 Paris",01 42 56 42 42,1294,4.1,restaurant,french,75108,75,48.8654536734363,2.3130031545881,0,0
new ginko,"6 Rue Corvetto, 75008 Paris",09 82 30 66 30,100,3.6,restaurant,japanese,75108,75,48.8774527869243,2.31498421740318,0,0
café sud,"12 Rue de Castellane, 75008 Paris",01 42 65 90 52,395,4.4,restaurant,,75108,75,48.8725464399017,2.32451134000729,0,0
casa di tina,"10 Rue de l'Isly, 75008 Paris",01 42 93 50 19,367,4.4,restaurant,italian,75108,75,48.8748776986313,2.32545656722814,0,0
kurry up washington,"11 Rue Washington, 75008 Paris",01 73 78 49 13,590,4.4,restaurant,indian,75108,75,48.8727089650042,2.30219376843652,0,0
le bar à sushi izumi,"55 Bd des Batignolles, 75008 Paris",01 45 22 43 55,444,4.6,restaurant,"sushi, japanese",75108,75,48.8814467637865,2.31831744883817,0,0
restaurant lazare,"Rue Intérieure, 75008 Paris",01 44 90 80 80,2744,4.1,restaurant,,75108,75,48.8761057849604,2.32542920724719,0,0
café jacquemart-andré,"158 Bd Haussmann, 75008 Paris",01 45 62 11 59,218,4.2,restaurant,,75108,75,48.8755020665987,2.3103941195873,0,0
sushi 2007,"181 Rue du Faubourg Saint-Honoré, 75008 Paris",01 45 61 09 23,147,4.6,restaurant,japanese,75108,75,48.8752041737599,2.30452519480423,0,0
chez hu,"21 Rue de Turin, 75008 Paris",01 43 87 69 48,243,4.3,restaurant,thai,75108,75,48.8817251267909,2.32438536000259,0,0
bensaï,"161 Rue du Faubourg Saint-Honoré, 75008 Paris",01 42 99 44 90,682,4.7,restaurant,"thai, japanese",75108,75,48.8745928815615,2.30602899205257,0,0
shangralila,"5 Rue de l'Arcade, 75008 Paris",01 42 65 31 71,274,4.3,restaurant,chinese,75108,75,48.871305750594,2.32333108422142,0,0
triadou haussmann,"80 Bd Haussmann, 75008 Paris",01 43 87 47 67,2940,3.8,restaurant,brasserie,75108,75,48.8741518258165,2.32552538265321,0,0
brasserie la lorraine,"2 Pl. des Ternes, 75008 Paris",01 56 21 22 00,3581,4.2,restaurant,,75108,75,48.8780417832603,2.29895516868834,0,0
beauvau saint honoré,"4 Rue des Saussaies, 75008 Paris",01 44 94 03 09,419,4.4,restaurant,,75108,75,48.8710930178914,2.31684256915577,0,0
pavillon ledoyen,"8 Av. Dutuit, 75008 Paris",01 53 05 10 10,1473,4.5,restaurant,,75108,75,48.8660768993006,2.31649540814491,0,0
totti,"77 Bd de Courcelles, 75008 Paris",01 42 93 75 67,337,4.6,restaurant,,75108,75,48.8783507402113,2.3004238457624,0,0
maison de l'alsace,"39 Av. des Champs-Élysées, 75008 Paris",01 53 83 10 10,246,4.3,restaurant,french,75108,75,48.8699521570504,2.30582413833903,0,0
kalamata,"31 Rue La Boétie, 75008 Paris",01 89 71 01 10,2085,3.5,restaurant,greek,75108,75,48.8737391847233,2.31547707330978,0,0
kinugawa matignon,"1Bis Rue Jean Mermoz, 75008 Paris",01 42 25 04 23,295,4.2,restaurant,,75108,75,48.8700028675647,2.31069544900637,0,0
la casita,"56 Rue Marjolin, 92300 Levallois-Perret",06 27 66 61 78,70,4.6,restaurant,,75108,75,48.87266604966,2.30214037571329,0,0
twenty peas,"6 Rue Treilhard, 75008 Paris",01 42 66 26 13,46,4.2,restaurant,"international, salad",75108,75,48.8733985441783,2.32150978048085,1,0
jour haussmann,"135 Bd Haussmann, 75008 Paris",01 53 76 22 17,128,3.5,restaurant,,75108,75,48.8750119767202,2.31279855233163,0,0
bonne table,"7 Rue du Commandant Rivière, 75008 Paris",,98,4.9,restaurant,french,75108,75,48.8726799636193,2.30908176500742,0,0
o vingt-deux,"22 Rue Jean Goujon, 75008 Paris",01 43 59 60 13,152,4.5,restaurant,french,75108,75,48.865947032257,2.30648086045267,0,0
la puttanesca,"11 Rue de Moscou, 75008 Paris",09 55 54 79 89,420,3.7,restaurant,,75108,75,48.8803106806303,2.32542773348123,0,0
le pera,"15 Rue de Castellane, 75008 Paris",01 44 51 93 72,178,3.9,restaurant,,75108,75,48.8723943921781,2.32450522121798,0,0
le camondo,"61bis Rue de Monceau, 75008 Paris",01 45 63 40 40,1087,3.9,restaurant,,75108,75,48.8787731881313,2.31269294035167,0,0
oh vin dieu !,"19 Rue Treilhard, 75008 Paris",01 45 63 34 17,171,4.7,restaurant,,75108,75,48.8769116512554,2.31340037297949,0,0
kokohana,"1 Bis Rue Jean Mermoz, 75008 Paris",01 45 62 15 68,524,4.6,restaurant,japanese,75108,75,48.8697775620073,2.31059168104508,0,0
o'ginkgo,"17 Rue de Castellane, 75008 Paris",01 42 66 49 07,349,4.4,restaurant,sushi,75108,75,48.8724182806022,2.32441058953114,0,0
madame guan,"50 Rue Godefroy Cavaignac, 75011 Paris",09 51 09 94 45,145,4.8,restaurant,chinese,75108,75,48.8772726598251,2.32103695732283,0,1
senderens,"9 Pl. de la Madeleine, 75008 Paris",01 42 65 22 90,756,4.6,restaurant,french,75108,75,48.8695801681876,2.32305548724509,0,0
baroche,"101 Rue La Boétie, 75008 Paris",01 43 59 69 57,755,4.2,restaurant,,75108,75,48.8713130428497,2.30731896695099,0,0
morny,"99 Rue La Boétie, 75008 Paris",01 43 59 21 49,742,4.1,restaurant,french,75108,75,48.8714207503055,2.30753438186255,0,0
matsuri marbeuf,"24 Rue Marbeuf, 75008 Paris",01 80 27 19 80,1537,4.3,restaurant,japanese,75108,75,48.8687824624626,2.30433542851637,0,0
l'antenne restaurant,"58 Av. Gambetta, 93170 Bagnolet",06 51 03 19 83,172,4.8,restaurant,,75108,75,48.867882832795,2.30468855809707,0,0
café beauvau,"9 Rue de Miromesnil, 75008 Paris",01 42 65 10 22,207,4.3,restaurant,,75108,75,48.8717994446909,2.31595132139134,0,0
kok ping,"4 Rue Balzac, 75008 Paris",01 42 25 28 85,759,4.4,restaurant,"chinese, thai",75108,75,48.8730284831532,2.3001684491727,0,0
pley mersea,"216 Rue du Faubourg Saint-Honoré, 75008 Paris",01 40 74 03 64,75,4.7,restaurant,"fish, seafood",75108,75,48.8756603169307,2.30400484625522,0,0
huitième art,"128 Bd Haussmann, 75008 Paris",01 42 66 57 90,161,4.2,restaurant,"traditional, modern",75108,75,48.8752452450855,2.31725579698221,0,0
le petit monceau,"93 Rue de Monceau, 75008 Paris",01 45 22 55 97,90,4.5,restaurant,,75108,75,48.8805398418631,2.31635952007588,0,0
le 7bis,"7 Bis Rue de Monceau, 75008 Paris",01 53 76 45 95,98,4.0,restaurant,,75108,75,48.8754357657446,2.30644406389774,0,0
little romeo,"6 Rue de Rome, 75008 Paris",06 12 96 44 39,232,4.4,restaurant,,75108,75,48.8743392451715,2.32576535654107,0,0
le bœuf sur le toit,"34 Rue du Colisée, 75008 Paris",01 53 93 65 50,1055,3.7,restaurant,french,75108,75,48.871403735042,2.31044005241668,0,0
l'ambroisie,"9 Pl. des Vosges, 75004 Paris",01 42 78 51 45,660,4.5,restaurant,french,75108,75,48.870925379828,2.30857642006507,0,0
becchi,"7 Rue Chauveau Lagarde, 75008 Paris",01 44 94 04 48,82,4.9,restaurant,,75108,75,48.8713494203095,2.32327148888984,0,0
ferona,"7 Rue du Chevalier de Saint-George, 75008 Paris",01 42 61 16 80,828,4.1,restaurant,italian,75108,75,48.868482474148,2.32483488146977,0,0
jour rue de londres,"46 Rue de Londres, 75008 Paris",01 42 68 09 20,54,3.9,restaurant,,75108,75,48.8782203177979,2.32611069095182,0,0
bôl,"3 Rue Mollien, 75008 Paris",01 75 42 65 56,180,4.6,restaurant,vietnamese,75108,75,48.877304091962,2.3131874726389,0,0
jour malesherbes,"13 Bd Malesherbes, 75008 Paris",01 44 56 06 24,220,3.9,restaurant,,75108,75,48.8713715485339,2.32203431998144,0,0
la maison de l'aubrac,"37 Rue Marbeuf, 75008 Paris",01 43 59 05 14,5496,4.3,restaurant,french,75108,75,48.8696594609916,2.30522483226213,0,0
hémaru,"3 Rue de Castellane, 75008 Paris",01 44 56 99 59,347,4.4,restaurant,"korean, asian",75108,75,48.872166991145,2.32533109013764,0,0
mandoobar,"7 Rue d'Édimbourg, 75008 Paris",01 55 06 08 53,1550,4.7,restaurant,korean,75108,75,48.8793999868506,2.32108993095088,0,0
sayly,"50 Rue du Rocher, 75008 Paris",01 43 87 65 39,484,4.6,restaurant,,75108,75,48.8780803400149,2.32022693020014,1,1
le relais haussmann,"146 Bd Haussmann, 75008 Paris",01 45 62 32 35,141,4.3,restaurant,,75108,75,48.875317832367,2.31228189182002,0,0
akrame,"7 Rue Tronchet, 75008 Paris",01 40 67 11 16,370,4.5,restaurant,,75108,75,48.8714227619623,2.32518289808954,0,0
slice pizza club,"24 Rue de la Pépinière, 75008 Paris",09 74 64 09 43,136,4.6,restaurant,pizza,75108,75,48.8751323408497,2.32125379715794,0,0
le publisher,"33 Rue de Constantinople, 75008 Paris",09 84 01 74 47,588,4.7,restaurant,irish,75108,75,48.8805204796668,2.31832055014235,0,0
pub 27,"27 Rue de Rome, 75008 Paris",01 44 70 95 66,595,4.0,restaurant,french,75108,75,48.87659095964,2.32319999125579,0,0
apicius,"20 Rue d'Artois, 75008 Paris",01 43 80 19 66,793,4.4,restaurant,,75108,75,48.8736423737416,2.30763974238545,0,0
garnier,"111 Rue Saint-Lazare, 75008 Paris",01 43 87 50 40,1185,4.0,restaurant,fish,75108,75,48.8753586522354,2.32616626296985,0,0
mun,"52 Av. des Champs-Élysées, 75008 Paris",01 40 70 57 05,1629,3.9,restaurant,,75108,75,48.8704645427915,2.30671454791315,0,0
rigoletto,"81 Rue du Rocher, 75008 Paris",01 30 30 59 64,116,4.9,restaurant,italian,75108,75,48.880172463047,2.31746232707641,0,1
poke star,"29 Rue du Rocher, 75008 Paris",,55,4.7,restaurant,poke,75108,75,48.8770522995907,2.32129453320735,1,1
aromates,"41 Rue de Courcelles, 75008 Paris",01 49 53 09 16,26,4.7,restaurant,,75108,75,48.8756247776612,2.30839629296588,0,0
enni udon,"6 Rue de la Renaissance, 75008 Paris",07 45 07 06 85,462,4.6,restaurant,udon,75108,75,48.8674402683074,2.30279709782695,0,0
nepita,"12 bis Bd Malesherbes, 75008 Paris",01 42 65 74 71,68,4.3,restaurant,,75108,75,48.8716407752638,2.32241762441356,0,0
le petit porte pot,"45 Rue de Berri, 75008 Paris",,5,4.8,restaurant,,75108,75,48.8744340444964,2.30764343042284,0,0
le morello,"20 Rue Clapeyron, 75008 Paris",07 53 23 63 52,1611,4.7,restaurant,,75108,75,48.8823802563429,2.32371329900613,0,0
les gourmets des ternes,"87 Bd de Courcelles, 75008 Paris",01 42 27 43 04,601,4.0,restaurant,,75108,75,48.8781290388724,2.29932288278056,0,0
le gabriel,"42 Av. Gabriel, 75008 Paris",01 58 36 60 66,818,4.6,restaurant,fine_dining,75108,75,48.8697091656774,2.3134389297341,0,0
les saveurs du mékong,"20 Rue de l'Arcade, 75008 Paris",01 42 65 12 87,106,4.0,restaurant,asian,75108,75,48.872011171565,2.32386375416809,0,0
mak thaï,"17 Rue Vignon, 75008 Paris",01 42 65 98 12,349,4.2,restaurant,thai,75108,75,48.8713580536698,2.3261875530039,0,0
maison de kongfuzi,"1 Rue de Moscou, 75008 Paris",01 43 87 38 18,192,4.3,restaurant,,75108,75,48.8797838780159,2.32646214415189,0,0
pizza presto,"26 Rue La Boétie, 75008 Paris",07 68 27 81 74,57,2.9,restaurant,pizza,75108,75,48.8740061483394,2.31566776160696,0,0
felice,"89 Rue du Rocher, 75008 Paris",01 43 87 53 37,116,3.5,restaurant,"italian, pizza",75108,75,48.8805883730825,2.3170354367478,0,0
maison ruggieri,"11 Rue Treilhard, 75008 Paris",01 45 61 09 46,108,5.0,restaurant,,75108,75,48.8769415746497,2.31403261993589,0,0
le chiberta,"3 Rue Arsène Houssaye, 75008 Paris",01 53 53 42 00,483,4.3,restaurant,,75108,75,48.8736636637757,2.2979541179923,0,0
chawarma,"95 Bd Gouvion-Saint-Cyr, 75017 Paris",,4,4.5,restaurant,burger,75108,75,48.8721051326996,2.30876308504875,1,0
diep,"55 Rue Pierre Charron, 75008 Paris",01 45 63 52 76,1621,3.7,restaurant,chinese,75108,75,48.8695156275332,2.30303455714386,0,0
bento bako,"33 Rue de Berri, 75008 Paris",01 42 89 56 41,125,4.5,restaurant,,75108,75,48.8735883942852,2.30604374420216,0,0
le cru de paris,"29 Rue de Turin, 75008 Paris",09 83 98 40 65,167,4.6,restaurant,,75108,75,48.8822954314828,2.32423264172675,0,0
yatai ramen,"127 Rue du Faubourg Saint-Honoré, 75008 Paris",01 44 07 22 82,1243,4.4,restaurant,,75108,75,48.873244652436,2.30943313438846,0,0
lhotse,"44 Rue de Londres, 75008 Paris",01 49 24 97 99,499,4.7,restaurant,,75108,75,48.878167679446,2.3262360842233,0,0
barista & baker,"36 Rue de Berri, 75008 Paris",06 59 01 96 98,50,4.2,restaurant,italian,75108,75,48.8737681861083,2.3067735565115,0,0
le magnifique,"16 Av. de Friedland, 75008 Paris",,459,4.0,restaurant,,75108,75,48.8745886906099,2.30108618375115,0,0
les tanins,"18 Rue de Moscou, 75008 Paris",01 43 87 35 92,299,4.3,restaurant,,75108,75,48.8804936575766,2.32544382673532,0,0
mûre,"6 Rue Saint-Marc, 75002 Paris",,572,4.6,restaurant,french,75108,75,48.8743795621257,2.31797672447416,0,0
l'envers du décor,"70 Rue du Rocher, 75008 Paris",09 82 50 28 31,343,4.6,restaurant,bistro,75108,75,48.8791184387229,2.31882564362758,0,1
bistrot cézanne,"13 Av. Myron Herrick, 75008 Paris",01 45 63 28 70,223,4.4,restaurant,,75108,75,48.8741751275073,2.30987284902892,0,0
yaki ginza,"15 Rue Treilhard, 75008 Paris",01 53 76 46 07,193,4.4,restaurant,japanese,75108,75,48.8769209551679,2.31370019365602,0,0
matzoa,"Rue de Castellane, FR Paris 11 Rue Tronchet邮政编码: 75008",09 86 33 94 86,31,4.7,restaurant,korean,75108,75,48.8720066453373,2.32488383178432,0,0
pavillon élysée lenôtre,"10 Av. des Champs-Élysées, 75008 Paris",01 85 14 59 00,191,4.5,restaurant,,75108,75,48.8679500448616,2.31529241448135,0,0
little korea,"27 Rue du Rocher, 75008 Paris",01 71 76 68 68,629,4.5,restaurant,korean,75108,75,48.876625241624,2.32181178045218,0,0
brasserie sicilienne,"7 Rue Paul Baudry, 75008 Paris",06 59 68 82 30,209,4.0,restaurant,italian,75108,75,48.8724449350543,2.30722131777901,0,0
pershing hall,"49 Rue Pierre Charron, 75008 Paris",,302,4.1,restaurant,,75108,75,48.8690927605181,2.30223207373402,0,0
pedra alta,"25 Rue Marbeuf, 75008 Paris",01 40 70 09 99,6019,4.1,restaurant,,75108,75,48.8689592368005,2.30394307162882,0,0
la fermette marbeuf,"5 Rue Marbeuf, 75008 Paris",01 44 31 40 00,1711,4.0,restaurant,french,75108,75,48.8675313795949,2.30205479648188,0,0
citrus,"52 Rue de Miromesnil, 75008 Paris",01 45 44 14 69,1103,4.6,restaurant,french,75108,75,48.8747469409418,2.31592693005308,0,0
brasserie pastis,"87 Bd Haussmann, 75008 Paris",01 44 70 99 92,3565,4.5,restaurant,french,75108,75,48.8744392412764,2.32093369227573,0,0
